id,text,date,isheader,noadvert
502b75ea-7571-5beb-9632-28736107ef28/a14,"10. Ein noch guter Schreibtisch, an welchem unten zwey Schubladen sind.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a15,"11. In No. 1004. in der Eschenvorstadt wer- den 20 große oder 40 kleine Selteserwasser- Krüge begehrt; der Preis darf nur in be- sagtem Haus angezeigt werden.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a16,"12. Man sucht für einen Chasseur eine Cafque, Patrontasche und ordonanz Zaum nebst Steigbugel zu kaufen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a17,"13. Eine noch gute Kirschen-Mühle.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a18,"14 Wer zwey schöne schwarze voilene Weiber- kleider für große Personen zu verkaufen hat, beliebe sie zur Einsicht nebst äussersten Preis ins Berichthaus zu senden.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a19,"Es wird zum Ausleihen offerirt:","1804-05-10","1",""
502b75ea-7571-5beb-9632-28736107ef28/a2,"85. Eine Parthey leere Kisten mittelmässiger Größe.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a20,"1. Auf Herbstfronfasten ist ein schön heiter Losament von Stube, Kammer, Küche mit ablaufenden Wasserstein, Platz zum Hol; und was der Augenschein zeigen wird zu verleihen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a22,"2. Eine Stunde von der Stadt sind zwey schöne Losamenter an honete Leute zu ver- leihen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a23,"3. In Nro. 111 am Blumenplatz sind 3 ar tige Zimmer gegen die Strasse, und auf Begehren eine Küche und Kammer, mit oder ohne Kost.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a24,"4. In der Eschenvorstadt ist ein sauber Lo- sament an stille ehrbare Leute auf H Pfingstfronfasten zu beziehen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a25,"5. Ein schön heiter Losament von Stube, Nebenkammer und noch eine Kammer Küche mit ablaufenden Wasserstein, Platz zum Holz, alles auf einem Boden, auf Pfingst- oder Herbstfronfasten zu beziehen in No. 215. in kl. Basel zu erfragen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a26,"6. Ein angenehmes und bequemes Wohn haus, ohnweit dem Riechenthor, an honete Leute gegen biligen Zins.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a27,"7. Ein meublirtes Zimmer, ohne Kost, an der Streitgaß.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a28,"8. Bey Mstr. Franz Schmidt., Schreiner zu St. Eltsabethen ist ein schön heiter Lo- sament, eine Stege hoch, von Stube und- Nebenkammer und noch - Kammern. Som- merhaus, heitern Küche auf h. Pfingstfron fasten zu beziehen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a29,"10. In Mitte der Stadt ist ein Losament für stille Leute ohne Kinder auf h. Pfingsten zu verleihen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a3,"86. Auf E. E. Zunft zu Webern sind Krebs zu haben.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a30,"11. Nahe bey der Rheinbrücke ist eine meu- blirte Stube mit oder ohne Kost gleich oder nach Belieben zu beziehen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a31,"11. Ein oder zwey saubere Losamenter mit aller Komlichkeit, mit oder ohne Meubeln, auch mit oder ohne Kost, an honnete Personen aufh Pfingsten zu verleihen; einige Zimmer auf den Rhein mit schöner Aussicht und an- dere vorne auf die Strasse in Nro. 31 in der St. Johann-Vorstadt.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a32,"12. An der Crenzacher Strasse sind diesen Sommer hindurch drey saubere Zimmer, mit oder ohne Meublen, Küche, Keller an eine Herrschaft zu verleihen, auch könnte man auf Begehren Platz für 2 à 3 Pferd und Remisen geben, und ist sich in kl. Basel in No. 15. darum anzumelden.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a33,"13. Au N. 111 près les trois Rois ily a trois chambres, avec ou sans pension.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a34,"14 In Nro. 164 an der Rebgaß ist ein Losa- ment von tapezirter Stube, Nebenkammer, Küche zwey Stegen hoch, Platz zum Holz an ehrbare Leute ohne Kinder auf h. Pfing- sten zu beziehen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a35,"15. In Nro. 690 am Leonhardsberg ist eine Stube und Nebenkammer an ehrbare stille Leute auf h. Pfingsten zu beziehen, und ist sich dafür in Nro. 135 in Klein Basel anzu- melden.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a36,"16. Bey Mstr. Frledrich Roth dem Weißbeck Nro. 86o an der Thorsteinen ist ein heiter Losament und Nebenkammer, Brunnen im Haus und was der Augenschein zeigen wird, gleich oder auf h. Pfingsten zu beziehen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a37,"17. In der Eschenvorstadt ist ein Losament ebenes Fusses von großer Stube, 2 Kam- mern, Küche, Keller und was der Augen- schein zeigen wird, gleich oder auf h Pfing- sten zu beziehen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a38,"18. Drey meublirte Zimmer an honnete Leute gleich oder auf h. Pfingsten zu beziehen an der obern Gerbergaß bey Frau Wittib Kö- nig Nro 656.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a39,"19 In Nro. 279 in klein Basel ist ein sehr schön und heiter Losament gleich oder auf h. Pfi gsten zu beziehen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a4,"Hingegen wird zu kaufen begehrt.","1804-05-10","1",""
502b75ea-7571-5beb-9632-28736107ef28/a40,"20. Dis Keibek Schlößlein stehet diß Jahr oder für mehrere Jahre an eine Herrschaft zu verleihen ued enthaltet alle Kommlichkei- ten, wi der Augenschein zeigen wird, und ist sich in No. 93. in kl. Basel anzumelden.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a41,"Hingegen wird zu entlehnen begehrt:","1804-05-10","1",""
502b75ea-7571-5beb-9632-28736107ef28/a42,"1. Es sucht jemand wo möglich in Mitte der großen oder kleinen Stadt eine Heu- bühn, auf welcher circa 100 Cntner könnte gelegt werden, zu entlehnen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a43,"2. Es wird ein kühles Magazin zu entlehnen gesucht, es müßte aber ebenes Fusses und der Eingang davon wenigstens 8 Schuh- breit seyn.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a44,"3. Eine Wittfrau, wohnhaft in Mitte der Stadt, sucht eine honete Weibsperson zu sich zu nehmen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a45,"4. Eine ledige Weibsperson, wünscht ein Losament bey einer einzelnen Frau zu be- kommen, gilt gleich, in der großen oder kleinen Stadt.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a46,"Kost, Information und Bedienungen werden angetragen und begehrt.","1804-05-10","1",""
502b75ea-7571-5beb-9632-28736107ef28/a47,"1. Ein junger Mensch, welcher sich schon 3 Jahr in einer starken Speditions-Handlung befunden und gute Attestaten vorweisen kann, wünscht wieder in eine dergleichen oder an- dern Handlung unterzukommen; er thäte sich biligen Conditionen unterwerfen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a48,"2. Man sucht auf Johannt in eine ziemlich starke Haushaltung eine Stuben-Magd die gut rein machen und nähen kann; in- gleichem eine Magd um in der Küche und im Garten zu helfen und des Winters das einheitzen zu besorgen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a49,"3. Ein Mägdlein ab unserer Landschaft das spinnen und stricken kann, wünschte hier unterzukommen; entweder als Untermagd in eine Küche oder auf dem Land zu arbeiten, gleich oder auf Johanni einzutreten.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a5,"1. Zwen noch gute Umhangstangen 5 Schuh- breit und 5 Schuh 4 Zoll lang.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a50,"4. Ein hiesiger Mann so eine sehr schöne Handschrift hat, wünscht wegen Mangel an genugsamer Arbeit, in diesem Fach sowohl als in deutsch als französich occupirt zu werden, diejenigen Personen, welche ihm ihr Zutrauen schenken wallen, können ver- sichert seyn, daß er sichs wird angelegen seyn lassen sowohl in Verschwiegenheit als seinen Fleiß ihre Zufriedenheit zu erlangen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a51,"5. Ein junger verheuratheter Mann, der deutsch und französisch spricht und schreibt, die Buchhaltung und Scripturen wohl ver- steht, viele Jahre hier in Condition gestan- den, wünschte wieder in einer Handlung placirt zu werden, er wurde sich alle vor- fallende Geschäfte willig gefallen und mit einem billigen Salarium begnügen lassen, seine Handschrift ist im Berichthaus zu sehen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a6,"2. Ein recht sauberes Brettspiel.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a7,"3. Ein noch wohl conditionirtes Waaren. Wägelein.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a8,"4. In No. 239. in kl. Basel begehrt man noch brauchbare Pack-Kisten und Fässchen.","1804-05-10","",""
502b75ea-7571-5beb-9632-28736107ef28/a9,"5. Zwey Creutzstöcke noch brauchbare Fenster circa 3 Schuh breit und 31/2 Schuh hoch, gilt gleich was für Scheiben; 2 ditto so gut als neue Fenster mit Creutzlein-Rahmen circa 31/2 Schuh breit und 4 1 Schuh hoch, eine Hausthüre von eichen Holz soviel als neu, circa 31/2 Schuh breit und 6l hoch; ein sogut als neu Einfahrt-Thor, mit einer Mittel-Thür, circa 12 Schuh breit und ein Schuit-Karren.","1804-05-10","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a0,"27. Lankisch Concordanz Bibel, fol. Adeliches Land- und Feldleben, 2 Thl. fol. Orien. talische Reisebeschreibung, mit Kupf. fol. Joh. Arndt Postill, mit Merianischen Kupf. fol. Coleri Hausbuch, mit Kupf. fol. Kirchenhistorien, gedruckt zu Ihena 1560, 2 Thl. fol. Etterlins Schweizerkronick, fol. Patini Caj. Sueton, Tranquillus, cum fg. 4. Sprengels Ursprung und Alterthum der Stadt Basel, 4. Polanusa Polansdorf theologia, 4. Starkens Biebelwerk, 8 Thl. Breitkopfische Edition, 4. Relandi antiqui- tates hebraorum, Traj. ad Rhen. 1741, 4. Charlotten Stebelin geistl. Lieder, 8. Ram- bachs geistl. Lieder, 8. Castollionis biblia lat. 8. Schrevelii lexicon graec. 8. Bux- torfii gram. hebraica, 8. Epistola fancto- tum patrum apostolicorum, 8. Röchlings Schriften, 8. Monatschriften vom Jahr 1798. 1802. Eine ganz alte Basler Agende, 8. Nebst noch andern Büchern in bill. Preis. M. J. Heinrich Weiß im obern Collegio No. 5.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a1,"26. Bey Nielaus Linder, No. 1508. am Rhein- sprung, sind annoch allerhand frische hol- ländische Gemüs-Saamen zu haben.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a10,"34. Von dem letzthin angetragenen Jacobs Zwiebeln-Saamen ist noch davon im Schiff, das Loth um 1 Batzen zu haben.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a11,"35. Bey Emanuel Thurneisen an der Freyen- straß ist zu haben: Die Geschichte des Lei- dens und Todes unsers Herrn und Heilandes Jesu Christi, aus den 4 Evangelisten zu- sammengetragen, nebst dem Passionsgesang. Letzteres auch besonders. – Cramers (J. A. C.) Sammlung einiger Predigten, 10 Thle. gr. 8. Kopenhagen, fl. 6.  Samm- lung geistlicher Lieder und Gesänge, mit Melodien, herausgegeben, als ein Versuch und Vorschlag zur Verbesserung des Kirchen- gesang, und als ein Beytrag zur Unterhaltung der Hausandacht. 12 kr. Seelenübung (geist- liche zum würdigen Gebrauch des H. Abend, mahls, von Zollikofer und Gernler verbes- sert, 12 kr. – Müllers (J. C. F.) der voll- lein ist m Commission, eine Uniform sauf ständige Monatsgärtner, dritte verbesserte Auflag. 8. fl. 1. Dessen Lehren des nützli- chen Gartenbaues. 8. fl. 1. 12 kr. Alboni- ko für Garten- und Blumen-Freund, neun Heft. 8. fl. 4. - Schmidt 1J. D. T.) er- fahrenster Baum- und Küchengärtner. 8. fl. 1. 12 kr. Kriegs- und Friedens-Al- manach, von 1804 mit Kpf. – auch kauft er in billigem Preis: Calcagnini Opera, fol. Basilex.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a12,"36. Bey Joh. Jakob Flick, auf dem Fischmarkt ist zu haben, Communionbuch frommer Chri- sten, die sich des H. Abendmahls bedienen wollen, zur stillen Unterhaltung, gewiedmet, und angepriesen, nebst einer Andachtsübung, junger Christen, die das erstemal zum H. Abendmahl gehen wollen, von dem seligen Hrn. Pfarrer Grineus, 8. gebunden à 24 und 30 kr. Ewalds letzte Scenen von der Wiederkunft Jesu. 8. à fl. 1. 28 kr. Ge- bauers Betrachtungen, über die vornehmsten Tugenden Jesu. 8. à fl. 1. 45 kr. Herzliebs Ch. F. Predigten, an Sonn- und Festtagen, und Passions-Betrachtungen gr. 8. à fl. 3. Kühn J. G. systematische Beschreibung der Gesundbrunnen Deutschlands. gr. 8. à fl. 3. 24 kr. Zückerts J. F. Beschreibung aller Gesundbrunnen und Bädern von Deutsch- land. gr. 8. à fl. 3. Wirkliche und wahre mit Urkunden erläuterte Geschichten und Be- gebenheiten von lebendig begrabenen Perso- nen, zur Warnung geschrieben. 8. à 22 kr.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a13,"37. Ein halb Dutzend gelb angestrichene Jone- Sessel, wovon einer im Berichthaus zu sehen, auch sind allda eine Parthey Messer und Gabeln extra fein mit Silber garnirt, von Langre, Dutzend- und halb Dutzendweis im Fabriquen-Preis zu haben in Commission.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a14,"38. Ein soviel als neuer damastener Meiber- rock um biligen Preis.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a15,"52. In No. 1704. am Spahlenberg sind äsche- ne Fäßlein zu Kirschwasser zu haben, auch aller Sorten. Buchi-Geschirr, Baadbütten für große und Kinder über den Sommer durch zu verleihen.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a17,"40. In No. 93. in kl. Basel stehet eine soviel als neue schön ausgefütterte Kutsche zu 3 à 4 Sitz aus Mangel Platzes zu verkaufen, auch ist allda eine Parthey schöner Reis, Sackweis oder Centner auch 3 und; Cent- nerweis zu haben.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a18,"41. Ein ohngefehr 7 Saum haltend Stücklein Faß in Eisen gebunden.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a19,"42. Beym Gärtner Fürbringer im Baderhoof in kl. Basel, ist nebst seinen schon bekannten Obst Bäumen und Garten-Sämereyen noch zu haben; Erd-Mandeln, rothe Agacia blaue oder Agacia-Viscosa, Paplen, Vogel- beerbäum und dergleichen.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a2,"27. Da man wünschte das kleine Waaren-Lager von Persienne, Schaals und andere Mou- choirs, Piqué, Basin, Kölsch, leinen Tuch nebst verschiedenen in das Fach von Toilerie einschlagende Artikel eingehen zu lassen und zu reslisiren; so bittet man um geneigten Zuspruch, in No. 1608. gegen der großen School über mit Versicherung daß jeder- mann äusserste angenehme Kaufbedingnisse erhalten wird.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a20,"43. Einige Canarie-Weiblein nebst einen schöl nen Paarhäuslein um billigen Preis, No. 1745. hinter der School.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a21,"44. Etliche 50 dreyschöppige Burgunder Bou- teillen, eine ganz neue kupferne Thee-Ma- schine, eine Stege Gatter, und eine Parthe- ganz neues Zinnen-Geschirr.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a22,"45. Beym Schneidermeister Schütz am Bäum- Reit- und Tricot-Hosen zu haben.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a23,"46. Bey Emanuel Schardt am Spahlenbeyg ist zu haben: Kriegs- und Friedens-Alme nach als Fortsetzung des Revolutions-A manach für 1804. 40 Btz. Himmlische Freudenmahl eines bußfertigen Sünders, oder christliches Communionbuch, für die nigen die sich des H. Abendmohls bedienn wollen. 12 Btz. Rambachs Betrachtunge über das ganze Leiden Christi. gr. 8. mit Kupfern. 15 Btz. Menschen heilige Morn lien, über die Passion der Leidens-Geschichte Christi nach der Harmonie der 4 Evange listen. 4. 12 Btz. Osterwalds erbauliche Ber trachtungen über alle Bücher der H. Schriff 4. 15 Btz. Heinrich Gernlers evangelisch Glaubenskette, oder sonntägliche Catechi- mus Abend-Predigten. 4. in Franzband samt des Verfassers Portrait. à 15 Btz Dessen Leichen-Predigten so er verschiedentlich ge halten. 4. 2 Bde. in Franzbd. 20 Btz. Palls von den Knochenkrankheiten, und wie solcke zu heilen. 8. 1781 broch.7 Btz. Twamlat Anweisung englischen Käse zu machen. 8. 1787 broch. 8 Btz. Gedanken über din Zweykampf. 8. 1787 3 Btz. Sicheres R- medium für Mädchen, um sich zu würdige Frauen zu bilden. 8. 1789 5 Btz. Ein Wott zu seiner Zeit, über die Anglomanie zu Berl. broch. 8. 2 Btz. über das Point d'Honnen, br. 2 Btz. Lehmann, der Basalt, chemisch- und physisch beurtheilt. br. 8. 2 Btz. Kute Abhandlung von dem jetzt herumgehenden Fieber. 8. 2 Btz. Das verwirrte Europe folio 2 Bde. mit vielen Kpfrn. 20. Btz. Frankfurter Meß-Relationen, oder Beschrer bung aller Merkwürdigen Begebenheiten, so sich von 1648 bis 1761 in und ausser Europa zugetragen haben, in 9. 4. Bätzden mit viel Kupfra. 40 Btz.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a24,"47. Voyage du jeune Anacharsis en Grète,  Tome 7 avec un atlas; relié en veau d'us für tranche, eines der besten antiquischen Werke à 10 Rthlr.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a3,"28. Bey Frau Wittib Christ, No. 1215. in der St. Albanvorstadt ist aller Sorten schönes weisses Tuch und auch aller Sorten baum- wollen Tuch, schöne grosse und kleine Hals- tücher, wie auch extra gute Chocolade, sie verspricht bilige Bedienung und empfiehlt sich hiermit bestens.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a4,"29. Bey Emanuel Georg, jünger, auf der Eisengaß ist eine ganze Parthey 6, 7 und 8 Viertel breites Packtuch, wann etwas zu- sammen genommen wird, sehr wohlfeil kann erlassen werden; auch in seinen übrigen Waaren empfielt er sich bestens und verspricht die billigste Preise.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a5,"30. Auf der Becken Zunft sind extra gute Ser- velat-Würste und gute geräuchte gesalzene Zungen à 15 Batzen das Stück zu haben.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a6,"31. 12 Jone Sessel, Strohfarb angestrichen, mit Strohfarb und weissen Küssen, nebst zwey Vorhäng zum Aufziehen und Zugehörde von schönen halbseidenen Zeug, alles soviel als neu; serners ein kannener Küchekasten mit zwey beschlüssigen Känsterlein, ein braver langer beschlüssiger eichener Trog, alles um bill. Preis, in No. 551. auf dem Abelberg.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a7,"32. Einige grüne Canarie-Vögel, weiblicher Art, mit und ohne Kobeln.","1804-03-15","",""
5093610c-8088-5ffa-bcaf-4f918e834370/a8,"33. Da sich das von Herrn Pfarrer Eglinger in Benken verfertigte und von einem christ- lichen Publicb mit vielem Beyfalt ausge- nommene Coraunionbüchlein gänzlich ver- griffen, so hat unterzeichneter mit Erlaubniß des Herrn Verfassers bereits eine zweyke Aufläge veranstaltet, welches hiermit den Herren Geistlichen zu Stadt und Land und andern Freunden geziemend gugezeigt wird. Zu End künftiger Woche sind gebundene Exemplar zu haben, das Dutzend gebundene, 2 fl. 24 kr. Felir Schneider, Buchdrucker No. 1416.","1804-03-15","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a1,"12. Bey J. J. Nörbel in der Weissengaß, werden vom 1ten bis 10ten November gute lederne Handschuh in billigen Preisen ver- kauft werden; als: Frauen-Handschuh bis über die Ellenbogen mit Finger das Paar à 9 Botzen, dito bis an den Ellenbogen mit Finger à 7, 6 und 5 Batzen, ohne Finger à 5 Batzen, Herren-Handschuh à 5 und 4 Batzen und Amadis à 4 Batzen.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a10,"20. Ein Haus in der Malzgaß No. 1248. stehet zu verkaufen, besteheno in 3 Stuben mit Nebenkammer mit beschlossenen Küchen, ein Saal samt Vorgemach, Keller, Garten und hinter demselben; Juchart Mattland und was der Augenschein zeigen wird.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a11,"21. Bey Joseph Fischer in der St. Albanvor- stadt sind schöne u. gute Einmach- und Koch Rüben zu haben um billigen Preis.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a12,"22. Zum Schiff sind schöne gute Einmach und Koch-Rüben in äusserst möglichem Preis zu habzn.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a13,"23. Bey Jacob Schärer No. 1307. zu St. Alban sind von denen berühmten Wermi- selles oder Fidelis und Macaroni, nebst an- dern Gemüß-Nudeln zu haben. Fürs erste- mal recommenoirt man sich im Haus zu holen, alsdann wird man sie auf Begehren in die Häuser bringen, auch nammt man darauf Bestellungen an; verspricht gute und billige Bedienung.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a14,"24. Bey der sogenannten Hirten Barbel ist extra gutes Buttenmuß zu haben, sie wohnt bey dem Glaser Vest an der Greiffengaß.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a15,"25 Einige Paar gute Pistolen, sowohl für Civil- als Militar-Personen dienlich.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a16,"26. Etliche in Eisen gebundene Stücklein Faß von 2d, 12 und 10 Saum haltend.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a17,"27. Sechs soviel als neue Fenster zu einen Couche samt Läden und Zugehörigem.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a18,"28. Eine mit Federn versehene 4 sitzige Chaise sowohl für in die Stadt als auf Reisen dienlich, und ein schöner mit Pelz garnirter Schlitten zu zwey Pferden.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a19,"29. Bey Emanuel Herzog auf dem Heuberg ist ein Haufen wehlverwährter Viehbau zu haben, auch ist allda ein Losament für ein ooder zwey Personen, gleich oder auf H. Weynachten zu beziehen.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a2,"3. In No. 239. an der Ochsengaß in klein Basel ist ganz frisch erhalten; Chocolat zu 14 15, 16 et 17 Batzen; dito à la Canelle, à la Vanille et de Santé à 20, 22 et 24 Bz. das t zu haben; ferner in Commission: veritabie Malaga-Wein die große Buteillen à 18 Btz. Extrait d'Abfinte in gleichen Buteillen à 24 Batz. letzterer ist von dem berühmten chistilateur Borel, genug zu dessen Empfeh- lung.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a20,"32. Vor dem Riehenther wbeym Rüchten- Brünnlein sind noch schöne Emnmach-Rüben ezu haben um den billigen Preis von 10 Btz. das Zundert; sollten aber im Lauf dieser Woche abgeholt werden. Wenn man 4 oder mehrerr hundert nimmt, werden sie gelie- fert. Koch-Ruben sind in bekannten Preise auch noch vorräthige.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a22,"31. Eine große gute Bauchbütte um billigen Preis.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a23,"32. Ein Paar ganz neue silberne lange 4 eckigte Schuhschnallen um sehr billigen Preis.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a24,"33. Auf dem Schützenhaus ist extra guter Schlehenwein zu haben.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a25,"34. Von der besten und größten Art Einmach- Rüben sind im weissen Kreuz zu haben.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a26,"35. Ein neu oval Stücklein Faß 12 Saum haltend, wie auch gute Einmach- Rüben sind um billigen Preis, bey Mstr. Hieronimus Hofmann, Küfer hinter der School zu haben.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a27,"36. Fette Gäns und Enten sind auf E. E. Zunft zu Becken zu haben.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a28,"37. Ein Berner-Wägelein auch zu einem Müller-Wägelein dienlich, samt einem Pferdgeschirr alles soviel als neu, um bll. Preis.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a29,"38. Eine Parthey extra schöne Setz Reben, à 1 kr. das Stück, in No. 23. vor dem Riechenthor.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a3,"14 Ein gelblechter Rock und Hosen, auch ein grauer Rock und Hosen und eine graue Sou- bise, alles soviel als neu, im Berichthaus zu sehen, um billigen Peeis.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a30,"39. 7 junge Hühner samt einem Hahn um billigen Preis.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a31,"40. Ein großer schöner Triller samt dem Eich- höenlein, männlicher Art, oder das Thier- lein mit der Kette besonders, blos aus Mangel Platzes zu verkaufen.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a32,"41. In No. 874. bey Frau Gysin an der Thor- steinen, ist schöner Ellen breiter und schmah- ler Camlot zu haben, wie auch schwarzer zu Kirchenkleider, sie wird sich mit möglichsten Preisen bedienen indem man gesonnen ist diesen Artikel aufzugeben.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a33,"42. Ph. H. Heuser am Spahlenberg thut seinen E. Kunden zu wissen, daß bey ihm wieder von der bekannten feinsten weisen Marseiller-Seife zu haben ist, wie auch schönste extra seine Amlung, Brosamen- Zucker, schöne Rosinen und Meertrauben, nebst seinen andern Artikeln, alles im billig- sten Preis, mit feinem Cichorien-Caffé so- wohl Braunschweiger als von andern be- rühmten Fabrignen kann er auch in sehr niedrigen Preisen bedienen und nimmt auch Bestellungen darauf an.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a34,"43. Chee Huber, musicien prés des 8 Rois, No.105 l'on trouve toutes fortes de la musi- que vocale et instrumentale à bon prin.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a35,"44. Ein zwey- und vierthüriger nußbaumener Kasten, ein großer Spiegel mit schwarzer Rahmen und eine Kiste mit Kith.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a36,"15. Eine Grube voll verwährter Bau.","1804-11-01","",""
50937a61-ee4b-5124-a2c9-c4910feb535d/a37,"16. Bey Jgfr. Bueß hinterm Spahlenthurn ssind wieder angelangt: ein Afsortiment sehr eschöne Italienische Blumen, auch sseine Spitzen von verschiedenen Qualitäten in ganz biligen Preis, biiten um geneigten Zuspruch.","1804-11-01","",""
