"";"document";"selection";"politeness";"service";"quality";"fashion"
"501";"groundtruth1834.csv.7525";0;1;0;0;0
"502";"groundtruth1834.csv.7551";0;0;0;1;0
"503";"groundtruth1834.csv.7627";0;0;0;1;0
"504";"groundtruth1834.csv.7662";2;1;0;2;0
"505";"groundtruth1834.csv.7675";0;0;0;0;1
"506";"groundtruth1834.csv.7678";0;0;0;0;1
"507";"groundtruth1834.csv.7679";0;0;0;0;1
"508";"groundtruth1834.csv.7681";0;0;0;1;0
"509";"groundtruth1834.csv.7684";0;1;0;0;0
"510";"groundtruth1834.csv.7686";0;1;1;2;0
"511";"groundtruth1834.csv.7698";0;1;0;0;0
"512";"groundtruth1834.csv.7703";0;0;0;0;0
"513";"groundtruth1834.csv.7705";0;0;0;1;0
"514";"groundtruth1834.csv.7711";0;0;0;0;0
"515";"groundtruth1834.csv.7715";0;0;0;0;2
"516";"groundtruth1834.csv.7719";0;0;0;1;1
"517";"groundtruth1834.csv.7822";0;0;0;1;0
"518";"groundtruth1834.csv.7859";0;0;0;1;0
"519";"groundtruth1834.csv.7862";1;1;0;1;0
"520";"groundtruth1834.csv.7869";0;0;0;1;0
"521";"groundtruth1834.csv.7875";0;0;0;1;0
"522";"groundtruth1834.csv.7893";1;0;0;1;0
"523";"groundtruth1834.csv.7897";1;2;4;8;2
"524";"groundtruth1834.csv.7904";1;1;0;1;1
"525";"groundtruth1834.csv.7923";0;0;0;1;1
"526";"groundtruth1834.csv.8075";0;0;0;0;1
"527";"groundtruth1834.csv.8080";0;0;0;1;0
"528";"groundtruth1834.csv.8114";1;1;1;5;0
"529";"groundtruth1834.csv.8119";0;1;2;2;0
"530";"groundtruth1834.csv.8120";1;1;0;2;0
"531";"groundtruth1834.csv.8124";0;0;0;1;0
"532";"groundtruth1834.csv.8128";0;0;0;0;1
"533";"groundtruth1834.csv.8129";0;0;3;3;1
"534";"groundtruth1834.csv.8140";0;0;0;1;1
"535";"groundtruth1834.csv.8141";1;1;2;4;1
"536";"groundtruth1834.csv.8144";1;0;0;2;0
"537";"groundtruth1834.csv.8146";0;0;0;1;0
"538";"groundtruth1834.csv.8147";0;0;0;0;1
"539";"groundtruth1834.csv.8149";1;1;0;1;0
"540";"groundtruth1834.csv.8157";0;0;0;1;0
"541";"groundtruth1834.csv.8158";0;0;0;1;0
"542";"groundtruth1834.csv.8353";1;0;0;1;0
"543";"groundtruth1834.csv.8354";0;0;0;0;2
"544";"groundtruth1834.csv.8360";0;0;0;1;1
"545";"groundtruth1834.csv.8373";1;2;0;1;3
"546";"groundtruth1834.csv.8375";0;2;0;3;1
"547";"groundtruth1834.csv.8383";0;0;0;2;0
"548";"groundtruth1834.csv.8392";0;0;0;0;0
"549";"groundtruth1834.csv.8398";0;1;0;1;2
"550";"groundtruth1834.csv.8400";0;0;0;1;0
"551";"groundtruth1834.csv.8405";1;0;1;4;1
"552";"groundtruth1834.csv.8406";1;1;2;4;1
"553";"groundtruth1834.csv.8425";0;0;0;0;0
"554";"groundtruth1834.csv.8545";0;0;0;1;0
"555";"groundtruth1834.csv.8548";0;0;0;0;1
"556";"groundtruth1834.csv.8590";0;0;0;1;0
"557";"groundtruth1834.csv.8606";2;0;0;1;1
"558";"groundtruth1834.csv.8619";0;0;0;0;1
"559";"groundtruth1834.csv.8626";0;0;1;1;1
"560";"groundtruth1834.csv.8629";0;0;0;0;2
"561";"groundtruth1834.csv.8635";1;2;0;1;3
"562";"groundtruth1834.csv.8637";0;2;0;3;1
"563";"groundtruth1834.csv.8644";0;0;0;2;0
"564";"groundtruth1834.csv.8690";0;0;0;0;0
"565";"groundtruth1834.csv.8764";1;1;0;1;1
"566";"groundtruth1834.csv.8782";0;0;0;0;1
"567";"groundtruth1834.csv.8798";0;0;0;1;0
"568";"groundtruth1834.csv.8801";0;0;0;1;0
"569";"groundtruth1834.csv.8806";0;0;0;1;0
"570";"groundtruth1834.csv.8832";2;2;2;8;2
"571";"groundtruth1834.csv.8835";1;0;0;1;0
"572";"groundtruth1834.csv.8841";0;0;0;1;2
"573";"groundtruth1834.csv.8846";0;0;0;5;0
"574";"groundtruth1834.csv.8847";3;2;0;3;2
"575";"groundtruth1834.csv.8858";2;0;0;1;1
"576";"groundtruth1834.csv.9007";0;0;0;0;0
"577";"groundtruth1834.csv.9028";0;0;0;0;1
"578";"groundtruth1834.csv.9033";0;0;0;1;0
"579";"groundtruth1834.csv.9083";2;3;1;3;0
"580";"groundtruth1834.csv.9084";0;1;0;1;1
"581";"groundtruth1834.csv.9088";0;0;1;2;2
"582";"groundtruth1834.csv.9093";3;1;2;8;2
"583";"groundtruth1834.csv.9095";1;0;0;2;0
"584";"groundtruth1834.csv.9100";0;1;0;1;0
"585";"groundtruth1834.csv.9101";1;0;0;2;0
"586";"groundtruth1834.csv.9103";1;2;0;1;0
"587";"groundtruth1834.csv.9105";2;2;0;2;1
"588";"groundtruth1834.csv.9108";3;0;0;5;0
"589";"groundtruth1834.csv.9117";0;0;0;2;0
"590";"groundtruth1834.csv.9120";2;0;0;1;0
"591";"groundtruth1834.csv.9125";0;0;0;1;2
"592";"groundtruth1834.csv.9131";0;0;0;5;0
"593";"groundtruth1834.csv.9139";0;0;0;0;0
"594";"groundtruth1834.csv.9144";0;0;0;1;1
"595";"groundtruth1834.csv.9266";0;0;0;1;0
"596";"groundtruth1834.csv.9267";1;1;0;1;0
"597";"groundtruth1834.csv.9283";0;0;0;0;1
"598";"groundtruth1834.csv.9323";1;2;1;5;1
"599";"groundtruth1834.csv.9331";0;0;1;1;0
"600";"groundtruth1834.csv.9334";2;3;1;3;0
"601";"groundtruth1834.csv.9336";2;0;1;3;1
"602";"groundtruth1834.csv.9337";0;0;1;2;0
"603";"groundtruth1834.csv.9342";1;2;0;3;2
"604";"groundtruth1834.csv.9344";3;2;2;4;0
"605";"groundtruth1834.csv.9345";0;0;1;3;0
"606";"groundtruth1834.csv.9346";1;2;0;2;0
"607";"groundtruth1834.csv.9347";0;1;0;0;0
"608";"groundtruth1834.csv.9349";0;0;0;1;1
"609";"groundtruth1834.csv.9350";1;2;1;4;1
"610";"groundtruth1834.csv.9353";0;1;0;0;4
"611";"groundtruth1834.csv.9358";1;0;0;0;0
"612";"groundtruth1834.csv.9360";2;1;1;4;3
"613";"groundtruth1834.csv.9366";0;0;0;1;1
"614";"groundtruth1834.csv.9367";1;1;0;5;1
"615";"groundtruth1834.csv.9370";0;0;0;1;1
"616";"groundtruth1834.csv.9371";0;0;0;1;0
"617";"groundtruth1834.csv.9373";0;0;0;2;0
"618";"groundtruth1834.csv.9377";1;0;0;1;1
"619";"groundtruth1834.csv.9382";0;0;0;0;0
"620";"groundtruth1834.csv.9386";8;2;2;15;10
"621";"groundtruth1834.csv.9387";8;2;0;16;8
"622";"groundtruth1834.csv.9388";0;0;0;0;0
"623";"groundtruth1834.csv.9389";1;2;0;3;1
"624";"groundtruth1834.csv.9390";0;1;0;1;1
"625";"groundtruth1834.csv.9393";0;0;1;2;1
"626";"groundtruth1834.csv.9399";1;0;0;2;0
"627";"groundtruth1834.csv.9402";0;1;0;1;0
"628";"groundtruth1834.csv.9403";1;0;1;2;0
"629";"groundtruth1834.csv.9405";1;2;0;1;0
"630";"groundtruth1834.csv.9411";3;0;0;5;0
"631";"groundtruth1834.csv.9419";0;0;0;2;0
"632";"groundtruth1834.csv.9427";0;0;0;1;1
"633";"groundtruth1834.csv.9515";0;1;1;3;0
"634";"groundtruth1834.csv.9535";1;1;1;2;1
"635";"groundtruth1834.csv.9549";0;0;0;0;1
"636";"groundtruth1834.csv.9551";1;0;1;4;0
"637";"groundtruth1834.csv.9556";0;0;0;0;0
"638";"groundtruth1834.csv.9560";0;0;0;1;0
"639";"groundtruth1834.csv.9562";0;0;0;0;0
"640";"groundtruth1834.csv.9586";0;0;0;1;0
"641";"groundtruth1834.csv.9596";1;1;0;1;0
"642";"groundtruth1834.csv.9600";2;2;1;1;1
"643";"groundtruth1834.csv.9604";1;0;0;1;1
"644";"groundtruth1834.csv.9605";1;1;1;2;1
"645";"groundtruth1834.csv.9606";1;2;0;3;1
"646";"groundtruth1834.csv.9608";1;0;0;0;0
"647";"groundtruth1834.csv.9609";2;1;0;5;2
"648";"groundtruth1834.csv.9610";0;1;1;3;0
"649";"groundtruth1834.csv.9611";1;2;0;2;0
"650";"groundtruth1834.csv.9612";0;1;0;0;0
"651";"groundtruth1834.csv.9613";8;2;2;16;9
"652";"groundtruth1834.csv.9615";0;2;0;1;0
"653";"groundtruth1834.csv.9616";0;0;0;1;1
"654";"groundtruth1834.csv.9629";10;0;0;3;2
"655";"groundtruth1834.csv.9630";0;0;2;5;0
"656";"groundtruth1834.csv.9631";0;0;0;0;0
"657";"groundtruth1834.csv.9632";2;1;0;4;1
"658";"groundtruth1834.csv.9633";1;0;0;1;2
"659";"groundtruth1834.csv.9637";1;2;1;2;1
"660";"groundtruth1834.csv.9640";0;1;0;3;3
"661";"groundtruth1834.csv.9643";1;0;1;5;0
"662";"groundtruth1834.csv.9645";0;0;0;1;1
"663";"groundtruth1834.csv.9647";1;0;0;0;1
"664";"groundtruth1834.csv.9648";1;2;1;3;1
"665";"groundtruth1834.csv.9650";1;0;1;9;0
"666";"groundtruth1834.csv.9652";1;0;0;2;0
"667";"groundtruth1834.csv.9655";0;0;1;1;0
"668";"groundtruth1834.csv.9657";0;3;1;1;2
"669";"groundtruth1834.csv.9658";0;0;0;1;0
"670";"groundtruth1834.csv.9660";0;0;0;0;0
"671";"groundtruth1834.csv.9661";0;1;1;2;3
"672";"groundtruth1834.csv.9663";2;3;1;3;0
"673";"groundtruth1834.csv.9668";1;2;0;3;2
"674";"groundtruth1834.csv.9669";0;0;0;1;1
"675";"groundtruth1834.csv.9671";3;2;2;4;0
"676";"groundtruth1834.csv.9673";0;1;0;0;4
"677";"groundtruth1834.csv.9680";2;1;1;4;3
"678";"groundtruth1834.csv.9681";0;0;0;1;0
"679";"groundtruth1834.csv.9686";0;0;0;2;0
"680";"groundtruth1834.csv.9688";0;0;0;1;1
"681";"groundtruth1834.csv.9689";1;1;0;5;1
"682";"groundtruth1834.csv.9694";2;0;1;3;1
"683";"groundtruth1834.csv.9695";1;2;1;5;1
"684";"groundtruth1834.csv.9697";0;0;1;1;0
"685";"groundtruth1834.csv.9702";0;0;0;0;0
"686";"groundtruth1834.csv.9703";1;2;0;3;1
"687";"groundtruth1834.csv.9704";0;0;1;2;0
"688";"groundtruth1834.csv.9794";0;0;0;0;1
"689";"groundtruth1834.csv.9803";0;1;1;3;0
"690";"groundtruth1834.csv.9824";1;1;0;6;2
"691";"groundtruth1834.csv.9838";0;0;0;0;0
"692";"groundtruth1834.csv.9839";0;0;0;1;0
"693";"groundtruth1834.csv.9854";0;0;1;3;0
"694";"groundtruth1834.csv.9856";0;0;0;0;0
"695";"groundtruth1834.csv.9858";8;1;0;15;7
"696";"groundtruth1834.csv.9860";1;1;1;3;2
"697";"groundtruth1834.csv.9861";1;1;0;1;0
"698";"groundtruth1834.csv.9865";0;0;0;0;1
"699";"groundtruth1834.csv.9867";0;0;0;0;0
"700";"groundtruth1834.csv.9874";0;0;0;1;0
"701";"groundtruth1834.csv.9878";2;1;0;5;2
"702";"groundtruth1834.csv.9880";1;0;0;1;0
"703";"groundtruth1834.csv.9882";1;2;0;4;1
"704";"groundtruth1834.csv.9883";0;1;0;0;0
"705";"groundtruth1834.csv.9884";1;1;1;2;1
"706";"groundtruth1834.csv.9886";0;2;0;1;0
"707";"groundtruth1834.csv.9888";0;0;0;1;1
"708";"groundtruth1834.csv.9890";1;2;0;2;0
"709";"groundtruth1834.csv.9895";0;0;2;5;0
"710";"groundtruth1834.csv.9901";10;0;0;4;2
"711";"groundtruth1834.csv.9902";2;1;1;1;1
"712";"groundtruth1834.csv.9903";0;1;0;3;3
"713";"groundtruth1834.csv.9904";1;0;0;0;1
"714";"groundtruth1834.csv.9905";2;1;0;4;1
"715";"groundtruth1834.csv.9906";1;0;0;1;2
"716";"groundtruth1834.csv.9910";1;2;1;2;1
"717";"groundtruth1834.csv.9911";1;0;1;4;0
"718";"groundtruth1834.csv.9913";0;0;0;0;1
"719";"groundtruth1834.csv.9917";0;0;0;1;1
"720";"groundtruth1834.csv.9919";0;0;0;0;0
"721";"groundtruth1834.csv.9921";1;2;1;3;1
"722";"groundtruth1834.csv.9922";0;0;1;1;0
"723";"groundtruth1834.csv.9924";1;0;1;9;0
"724";"groundtruth1834.csv.9925";1;0;0;2;0
"725";"groundtruth1834.csv.9927";0;0;0;1;0
"726";"groundtruth1834.csv.9928";0;0;0;0;0
"727";"groundtruth1834.csv.9929";0;0;0;0;0
"728";"groundtruth1834.csv.9931";0;4;1;1;2
"729";"groundtruth1834.csv.9934";0;1;1;2;3
"730";"groundtruth1834.csv.10040";0;0;0;0;1
"731";"groundtruth1834.csv.10049";1;0;0;1;2
"732";"groundtruth1834.csv.10059";0;0;0;1;0
"733";"groundtruth1834.csv.10060";0;0;0;0;0
"734";"groundtruth1834.csv.10062";0;0;0;0;1
"735";"groundtruth1834.csv.10066";0;0;0;0;0
"736";"groundtruth1834.csv.10067";0;0;0;1;0
"737";"groundtruth1834.csv.10096";0;0;0;0;0
"738";"groundtruth1834.csv.10098";1;0;0;2;1
"739";"groundtruth1834.csv.10102";0;0;0;0;1
"740";"groundtruth1834.csv.10110";3;1;0;2;4
"741";"groundtruth1834.csv.10112";1;0;0;0;1
"742";"groundtruth1834.csv.10113";0;0;0;0;0
"743";"groundtruth1834.csv.10118";1;0;0;0;0
"744";"groundtruth1834.csv.10122";1;1;1;3;2
"745";"groundtruth1834.csv.10123";0;0;0;0;0
"746";"groundtruth1834.csv.10129";0;0;0;1;0
"747";"groundtruth1834.csv.10131";0;0;0;0;0
"748";"groundtruth1834.csv.10136";0;0;0;1;0
"749";"groundtruth1834.csv.10142";1;0;0;1;0
"750";"groundtruth1834.csv.10243";0;0;0;0;2
"751";"groundtruth1834.csv.10265";0;0;0;0;1
"752";"groundtruth1834.csv.10273";0;0;0;1;0
"753";"groundtruth1834.csv.10274";0;0;0;0;0
"754";"groundtruth1834.csv.10275";0;0;0;0;1
"755";"groundtruth1834.csv.10293";0;0;0;0;0
"756";"groundtruth1834.csv.10297";0;1;0;6;0
"757";"groundtruth1834.csv.10299";0;1;0;0;2
"758";"groundtruth1834.csv.10306";1;2;0;5;0
"759";"groundtruth1834.csv.10310";0;0;0;0;1
"760";"groundtruth1834.csv.10317";0;0;0;4;3
"761";"groundtruth1834.csv.10318";0;0;0;0;0
"762";"groundtruth1834.csv.10319";0;0;0;0;0
"763";"groundtruth1834.csv.10321";0;0;0;1;0
"764";"groundtruth1834.csv.10323";0;0;0;2;0
"765";"groundtruth1834.csv.10335";0;0;0;0;0
"766";"groundtruth1834.csv.10336";1;0;0;2;1
"767";"groundtruth1834.csv.10344";0;0;0;0;0
"768";"groundtruth1834.csv.10347";1;0;0;0;1
"769";"groundtruth1834.csv.10348";0;0;0;0;0
"770";"groundtruth1834.csv.10350";0;0;0;0;2
"771";"groundtruth1834.csv.10357";0;0;0;1;0
"772";"groundtruth1834.csv.10466";0;0;0;0;1
"773";"groundtruth1834.csv.10469";0;0;0;1;1
"774";"groundtruth1834.csv.10472";0;0;0;1;0
"775";"groundtruth1834.csv.10473";0;0;0;0;1
"776";"groundtruth1834.csv.10476";0;0;0;0;1
"777";"groundtruth1834.csv.10483";0;0;0;0;0
"778";"groundtruth1834.csv.10484";0;0;0;1;0
"779";"groundtruth1834.csv.10511";3;1;2;5;0
"780";"groundtruth1834.csv.10520";1;0;0;4;0
"781";"groundtruth1834.csv.10528";0;0;0;0;1
"782";"groundtruth1834.csv.10530";0;2;0;1;0
"783";"groundtruth1834.csv.10531";0;0;0;0;0
"784";"groundtruth1834.csv.10535";0;0;0;1;1
"785";"groundtruth1834.csv.10540";1;1;0;1;0
"786";"groundtruth1834.csv.10544";1;2;0;5;0
"787";"groundtruth1834.csv.10549";0;0;0;6;0
"788";"groundtruth1834.csv.10552";0;0;0;0;1
"789";"groundtruth1834.csv.10558";0;0;0;4;3
"790";"groundtruth1834.csv.10559";0;0;0;0;0
"791";"groundtruth1834.csv.10560";0;0;0;0;0
"792";"groundtruth1834.csv.10565";0;0;0;1;0
"793";"groundtruth1834.csv.10566";0;0;0;0;1
"794";"groundtruth1834.csv.10573";0;0;0;1;0
"795";"groundtruth1834.csv.10580";0;0;0;1;1
"796";"groundtruth1834.csv.10685";0;0;0;2;1
"797";"groundtruth1834.csv.10697";0;0;0;1;0
"798";"groundtruth1834.csv.10700";0;0;0;0;1
"799";"groundtruth1834.csv.10704";0;2;0;0;0
"800";"groundtruth1834.csv.10707";0;0;0;1;0
"801";"groundtruth1834.csv.10722";0;0;0;1;0
"802";"groundtruth1834.csv.10750";1;0;1;0;0
"803";"groundtruth1834.csv.10759";0;1;0;1;0
"804";"groundtruth1834.csv.10760";0;0;0;0;0
"805";"groundtruth1834.csv.10765";0;0;0;0;1
"806";"groundtruth1834.csv.10779";0;0;0;3;0
"807";"groundtruth1834.csv.10784";1;0;0;4;0
"808";"groundtruth1834.csv.10790";0;0;0;1;0
"809";"groundtruth1834.csv.10799";3;1;2;5;0
"810";"groundtruth1834.csv.10805";0;0;0;0;1
"811";"groundtruth1834.csv.10807";1;0;0;3;0
"812";"groundtruth1834.csv.10816";0;2;0;1;0
"813";"groundtruth1834.csv.10820";0;0;0;1;1
"814";"groundtruth1834.csv.10824";0;0;0;2;1
"815";"groundtruth1834.csv.10826";1;1;0;1;0
"816";"groundtruth1834.csv.10830";0;0;0;1;0
"817";"groundtruth1834.csv.10835";0;0;0;1;1
"818";"groundtruth1834.csv.10937";0;2;1;1;3
"819";"groundtruth1834.csv.10962";0;0;0;1;0
"820";"groundtruth1834.csv.10966";0;0;0;0;1
"821";"groundtruth1834.csv.10974";0;0;0;0;0
"822";"groundtruth1834.csv.11004";0;1;0;0;0
"823";"groundtruth1834.csv.11005";3;0;0;3;5
"824";"groundtruth1834.csv.11006";1;1;0;1;0
"825";"groundtruth1834.csv.11011";1;1;0;1;0
"826";"groundtruth1834.csv.11012";1;1;0;1;0
"827";"groundtruth1834.csv.11025";3;0;0;2;0
"828";"groundtruth1834.csv.11028";1;1;0;1;0
"829";"groundtruth1834.csv.11030";1;0;0;1;0
"830";"groundtruth1834.csv.11034";0;0;0;1;1
"831";"groundtruth1834.csv.11038";2;3;0;2;2
"832";"groundtruth1834.csv.11040";0;1;0;0;0
"833";"groundtruth1834.csv.11062";1;0;1;0;0
"834";"groundtruth1834.csv.11063";0;2;0;0;0
"835";"groundtruth1834.csv.11073";0;1;0;1;0
"836";"groundtruth1834.csv.11074";0;0;0;0;0
"837";"groundtruth1834.csv.11078";0;0;0;0;1
"838";"groundtruth1834.csv.11090";0;0;0;3;0
"839";"groundtruth1834.csv.11095";1;0;0;4;0
"840";"groundtruth1834.csv.11098";0;0;0;1;0
"841";"groundtruth1834.csv.11110";0;0;0;1;1
"842";"groundtruth1834.csv.11112";0;0;0;2;0
"843";"groundtruth1834.csv.11190";1;0;0;0;0
"844";"groundtruth1834.csv.11236";0;0;0;0;0
"845";"groundtruth1834.csv.11240";0;0;0;1;0
"846";"groundtruth1834.csv.11263";0;0;0;3;0
"847";"groundtruth1834.csv.11264";0;1;0;0;0
"848";"groundtruth1834.csv.11269";1;1;0;1;0
"849";"groundtruth1834.csv.11276";1;2;0;2;1
"850";"groundtruth1834.csv.11277";4;2;0;6;5
"851";"groundtruth1834.csv.11281";2;1;1;3;0
"852";"groundtruth1834.csv.11292";4;2;0;5;1
"853";"groundtruth1834.csv.11293";1;3;0;1;0
"854";"groundtruth1834.csv.11297";0;0;0;2;0
"855";"groundtruth1834.csv.11303";0;0;0;0;0
"856";"groundtruth1834.csv.11304";0;0;0;0;0
"857";"groundtruth1834.csv.11306";1;0;0;2;1
"858";"groundtruth1834.csv.11308";1;1;2;6;2
"859";"groundtruth1834.csv.11310";0;0;0;1;0
"860";"groundtruth1834.csv.11316";0;0;0;0;0
"861";"groundtruth1834.csv.11319";0;0;0;2;0
"862";"groundtruth1834.csv.11329";3;0;0;3;6
"863";"groundtruth1834.csv.11337";1;1;0;1;0
"864";"groundtruth1834.csv.11338";1;1;0;1;0
"865";"groundtruth1834.csv.11344";1;1;0;1;0
"866";"groundtruth1834.csv.11346";1;0;0;1;0
"867";"groundtruth1834.csv.11351";3;0;0;2;0
"868";"groundtruth1834.csv.11353";0;0;0;1;1
"869";"groundtruth1834.csv.11356";2;3;0;2;2
"870";"groundtruth1834.csv.11369";0;1;0;0;0
"871";"groundtruth1834.csv.11471";1;0;0;0;0
"872";"groundtruth1834.csv.11499";0;0;0;1;0
"873";"groundtruth1834.csv.11515";0;0;0;0;1
"874";"groundtruth1834.csv.11522";0;0;0;0;0
"875";"groundtruth1834.csv.11523";0;0;0;1;0
"876";"groundtruth1834.csv.11526";0;0;0;0;0
"877";"groundtruth1834.csv.11533";2;0;0;5;1
"878";"groundtruth1834.csv.11542";4;2;0;7;5
"879";"groundtruth1834.csv.11546";1;0;0;1;2
"880";"groundtruth1834.csv.11548";0;0;0;2;1
"881";"groundtruth1834.csv.11553";0;0;0;0;2
"882";"groundtruth1834.csv.11562";0;0;1;3;0
"883";"groundtruth1834.csv.11563";1;0;1;0;0
"884";"groundtruth1834.csv.11570";3;0;0;8;1
"885";"groundtruth1834.csv.11581";0;0;0;0;1
"886";"groundtruth1834.csv.11590";1;1;0;1;0
"887";"groundtruth1834.csv.11593";1;2;0;2;1
"888";"groundtruth1834.csv.11599";2;1;1;3;0
"889";"groundtruth1834.csv.11608";0;0;0;2;0
"890";"groundtruth1834.csv.11609";1;3;0;1;0
"891";"groundtruth1834.csv.11610";0;0;0;3;0
"892";"groundtruth1834.csv.11611";1;1;2;6;2
"893";"groundtruth1834.csv.11616";1;0;0;2;1
"894";"groundtruth1834.csv.11619";0;0;1;1;0
"895";"groundtruth1834.csv.11621";0;0;0;0;0
"896";"groundtruth1834.csv.11625";0;0;0;0;0
"897";"groundtruth1834.csv.11627";0;0;0;2;0
"898";"groundtruth1834.csv.11628";0;0;0;1;0
