id,ad_content
6054bae4-3fc0-50fd-854e-787b664a2008/a12,2. In der Steinen-Vorstadt ist ein silbernes Löffelein verloren worden; dem ehrlichen Finder wird eine Belohnung versprochen.
6054bae4-3fc0-50fd-854e-787b664a2008/a13,3. Dienstags den 18. Merz hat Jemand von der Gerbergasse die Streitgasse hinauf bis in die St. Alban-Vorstadt einen dunkelblauen Mannsstrumpf nebst einem Strang Baumwolle von gleicher Farbe verloren; man bittet den Finder um güZurückgabe gegen Erkenntlichkeit. tig
6054bae4-3fc0-50fd-854e-787b664a2008/a14,"4. Am 19. Merz verlor ein Knabe über den Münsterplatz bis in die St. Alban Vorstadt ein Gesangbuch; dasselbe ist in schwarz Saffian eingebunden, mit Gold. schnitt, und trägt den Ramen der Eigenthümerin. Dem Finder würde man für gefällige Zurückgabe in No. 1249 in der Malzgasse erkenntlich seyn."
6054bae4-3fc0-50fd-854e-787b664a2008/a15,"5. Sonntags den 16. Merz ist am St. Johann-Graben ein kleines rothes Kinder. Täschlein, worin sich ein weißes Nastuch mit rothem Bördlein befindet, verloren gegangen; der Finder ist ersucht, solches gegen eine Erkenntlichkeit in No. 562 abzugeben."
6054bae4-3fc0-50fd-854e-787b664a2008/a16,"6. Diejenige Person, welche Donnerstag Abends den 6. Merz einen Schlüssel verloren hat, kann denselben in No. 91 abholen."
6054bae4-3fc0-50fd-854e-787b664a2008/a17,"Donnerstags den 13. dies verflog sich ein weißgelbes Kanarienweibchen mit Kobel; sollte es Jemand in Verwahrung genommen haben, so bittet man um gefällige Zurückgabe in No. 988 in der Aeschen-Vorstadt, wofür man erkenntlich seyn wird."
6054bae4-3fc0-50fd-854e-787b664a2008/a18,"8. Es ist ein schwarz brochirtes Leidhalstüchlein verloren worden, für dessen Zurückgabe man durch das Berichthaus eine angemessene Belohnung erhalten wird."
6054bae4-3fc0-50fd-854e-787b664a2008/a19,"1 Erneuerung der PintenschenkPatente. Um die Pintenschenk-Bewilligungen wiederum auf 3 Monate vom 1. April 1834. an erneuern zu lassen, werden diejenigen, so solches Willens sind, aufgefordert, ihre Patente bis Ende dieses Monats auf unterzeichneter Kanzley einzulegen. Wer die anberaumte Zeit versäumt, bleibt für die nächsten drey Monate in seiner Wirthschaft stillgestellt. Gegeben den 18. März 1834. Kanzley der Stadt Basel."
6054bae4-3fc0-50fd-854e-787b664a2008/a2,"18. Eine Person von mittlerm Alter, welche deutsch und französisch spricht, wünscht als Köchin oder Haushälterin, oder auch in einer kleinen Haushaltung, bey einer Herrschaft eine Anstellung zu erhalten u. könnte sogleich eintreten."
6054bae4-3fc0-50fd-854e-787b664a2008/a20,"2. Sonntag Abends, den 6. April, werden die Teuche der mindern Stadt auf 8 bis höchstens 10 Tage abgeschlagen werden, wonach sich Jedermann zu richten ersucht wird. Die Wassermeister."
6054bae4-3fc0-50fd-854e-787b664a2008/a21,"3. Künftigen Montag den 31. dies wird auf der Schutzenmatte mit den gewöhnlichen Schieß-Uebungen der Anfang gemacht werden. Die Gesellschaft benützt diesen Anlaß, um die jüngern Burger und Einwohner unsrer Stadt auf diese eben so angenehme als ächt schweizerische Uebung aufmerksam zu machen; sie hofft zuversichtlich, daß sich recht viele derselben entschließen werden, einer Gesellschaft sich anzureihen, deren ächt burgerliche Zwecke so unverkennbar sind und die nur dazu dienen können, gegenseitige Liebe und Zutrauen unter uns zu erhalten und zu verSekretariat mehren. der Feuer-Schützen-Gesellschaft."
6054bae4-3fc0-50fd-854e-787b664a2008/a22,"4. Wer sich um die erledigte Stelle eines Schützen-Schreibers auf der Schutzenmatte anzugeben Willens ist, beliebe sich innert den nachsten 14 Tagen bey Unterzeichnetem einzuschreiben, wo auch die Bedingungen einzusehen sind. Basel, den 20. Merz 1834. Oser-Falkner, Schreiber E. E. Gesellschaft der Feuerschützen."
6054bae4-3fc0-50fd-854e-787b664a2008/a3,"19. Für einen Knaben von hiesigen rechtschaffenen Eltern, der bereits zwey Jahre in Welsch-Neuenburg ist, wird auf einem Comptoir ein Platz, um die Handlung zu erlernen, gesucht."
6054bae4-3fc0-50fd-854e-787b664a2008/a4,"20. Ein junger Mensch aus dem Kanton Zürich, welcher gut mit Pferden umzugehen weiß, wünscht als Hausknecht einen Platz zu erhalten; er besitzt empfehlungswerthe Zeugnisse, welche er vorweisen kann, versteht die Rebenund Feldarbeit, und würde sich zu allem willig gebrauchen lassen; er könnte auf Begehren sogleich eintreten, und ist zu erfragen in No. 400 auf dem Heuberg."
6054bae4-3fc0-50fd-854e-787b664a2008/a5,"21. In ein hiesiges Handlungshaus wird ein Mann gesucht, welcher die Buchhaltung zu führen in allen Theilen versteht, wie auch eine schöne Handschrift schreibt, und welcher momentan in diesem Hause arbeiten könnte; derselbe müßte aber gute Zeugnisse aufweisen können. Diejenigen welche sich für diese Anstellung zu bewerben Willens sind, werden ersucht, ihre Anträge nebst Bemerkung ihrer Wohnung in petschirten Briefen mit der Aufschrift CS im Berichthaus abzugeben."
6054bae4-3fc0-50fd-854e-787b664a2008/a6,"22. Es wird ein thätiger Mann gesucht, der für Bezahlung einer Provision den Ver kauf mehrerer Artikel auf hiesigem Platze besorgen würde; dieses ist aber nicht verstanden, daß man Commissionslager errichten will, sondern die Verkäufe geschehen durch Vermittlung dieses Mannes, aus dem Hause selbst, welches im Besitz dieser Waaren ist. Wer sich zu dieser Besorgung anzugeben wünscht, bittet man, den Ramen u. die Wohnung in einem versiegelten Briefe zu bemerken und mit der Adresse 0 den im Berichthaus abzugeben."
6054bae4-3fc0-50fd-854e-787b664a2008/a7,23. Ein hiesiger Schuhmachermstr. wünscht einen Knaben in die Lehre zu nehmen.
6054bae4-3fc0-50fd-854e-787b664a2008/a8,"24. Ein Knabe von 15 Jahren, der eine saubere Handschrift führt und im Rechnen nicht unerfahren ist, wünscht so bald als möglich auf einer Fergstube oder einem Comptoir unterzukommen."
6054bae4-3fc0-50fd-854e-787b664a2008/a9,"26. Es wird eine rechtschaffene Magd gesucht, die im Kochen erfahren ist, müßte aber gute Zeugnisse ihres Wohlverhaltens aufweisen können; könnte sogleich eintreten."
737c74b5-70c1-55fe-8f04-de613243808b/a0,
737c74b5-70c1-55fe-8f04-de613243808b/a1,
737c74b5-70c1-55fe-8f04-de613243808b/a10,"32. Da ich nun wieder mit Waschen und Appretiren der Strohhüte angefangen habe, so werde ich trachten, Jedermann aufs Beste und billig zu bedienen, und empfehle mich hiemit bestens. Jgfr. Margaretha Neuschwander, No. 407 auf dem Heuberg."
737c74b5-70c1-55fe-8f04-de613243808b/a11,"33. Man sucht eine Gelegenheit, nach Ulm Schaffhausen oder auch bis nach zu fahren."
737c74b5-70c1-55fe-8f04-de613243808b/a12,"1. Freywillige Gutsversteigerung. Montags den 31. Merz d. J. soll das dem verstorbenen Meister Hans Ulrich Riggenbacher sel. von Zeglingen, zuständig gewesene Gut, bestehend in einer Wohnbehausung, Scheune, Stallung, Schopf, Ziehbrunnen, nebst circa 43 Jucharten Acker, Matten und Reben, wovon ungefähr 20 Jucharten im BaselBann, das übrige aber im Riehenbann sich befindet, an der Grenzacher Straße liegend, unter den zu eröffnenden Bedingnissen öffentlich und freywillig aufgerufen und versteigert werden. Sodann soll Tags darauf als den 1. April die sich vorfindende Fahrhabe, bestehend in fünf silbernen Eßlöffeln, Bettwerk und Leinenzeug, circa 35 Saum Faß in Eisen, nebst mehrern kleinern Führlingen. Böckten, Kellerund Feldgeräthschaften, Tische, Stühle, Kästen, Wanduhren, Kupfer-Zinnund Erdengeschirr, ebenfalls aufgerufen und versteigert werden. Mit beyden Ganten wird jedesmal präzis 1 Uhr auf dem Gut selbst angefangen. Weiß, Gerichtsamtmann."
737c74b5-70c1-55fe-8f04-de613243808b/a13,"Amtliche Versteigerungen. 2. Donnerstags den 3. Aprill 1834. Morgens um 10 Uhr, werden in dem GerichtsSaal des Bezirks Basel unter gewöhnlichen vor der Gant zu eröffnenden Bedingnissen hienach beschriebene Liegenschaften gerichtlich versteigert werden: 1) Das in die Fallimentsmasse von Nepomuck Berger, dem Gärtner von Arlesheim, gehorige Landgütlein vor dem St. Blastenthor, mit No. 32 u. 33 bezeichnet, an der Klibeckstraße. 2) Die in die Fallimentsmasse von Perena Schweitzer von Oberdorf gehörige Behausung No. 422 auf dem Heuberg, mehrern Basels. Wegen Besichtigung beliebe man sich in den Behausungen selbst anzumelden. Gerichtschreiberey Basel."
737c74b5-70c1-55fe-8f04-de613243808b/a14,"3. Freywillige Versteigerung. Donnerstags den 3. Aprill wird die ehmals der Frauen Wittwe Goetz und nunmehr Samuel Falkner dem ältern zuständige, im Dorfe Reinach befindliche Wohnbehausung samt Stallung, Scheuer und Nebengebäude, Hofraite und Grasgarten, im Hause selbsten, unter den vor der Gant zu eröffnenden Bedingnissen, öffentlich ausgerufen und dem Meistbietenden käuflich überlassen werden."
737c74b5-70c1-55fe-8f04-de613243808b/a15,Fruchtpreis vom 21. Merz 1834. Fr.  Btz.  Rp.  Fr. Bo. Kernen -– 12 15 .1 Mittelpreis 13. 9 bis Roggen ma Gersten 8 8
737c74b5-70c1-55fe-8f04-de613243808b/a16,"Mehl-u. Brodtar v. 22. Merz 1834. bis auf weitere Verfügung. Kernenoder Waizenmehl, das Pfund 10 Rp Das Pfund Haus-Brod 9 Halbweisses 8.  Schwarz Brod 7 "
737c74b5-70c1-55fe-8f04-de613243808b/a17,Ankenpreis. Schwzr.: das 48 à 50 Rp. Kanzley der Stadt Basel.
737c74b5-70c1-55fe-8f04-de613243808b/a2,"24. Unterzeichneter macht die Anzeige, daß er seine Wohnung verändert hat, und jetzt bey Herrn Boßardt in No. 855 am Steinenthor wohnhaft ist: er bittet daher das geehrte Publikum um sein voriges Zutrauen. techer ll"
737c74b5-70c1-55fe-8f04-de613243808b/a3,"Ver steiger ung. 25. Die dem Nadler jung Wilh. Greiner dahier eigenthümlich zugehörigen Gebäulichkeiten, bestehend in: einem neuerbauten dreystöckigen, an der Thumringer Straße dahier stehenden Wohnhaus, einem ebenfalls neu aufgeführten zweystöckigen Hintergebäude, nebst Scheuer, Stallung, Waschhaus und Holzremise, worunter sich ein geräumiger gewölbter Keller befindet; samt 60 Ruthen KücheGarten dabei; sodann sämtlicher auf 200 fl gewertheter Nadlerhandwerkszeug, werden Montags den 7. April d. J. Vormittags 9 Uhr, auf dem Rathhaus dahier einer freywilligen öffentlichen Versteigerung ausgesetzt, wozu die Kaufliebhaber hiermit eingeladen werden. Fremde Steigerer wollen sich mit lega. len Vermögensund Bürgschaftsscheinen versehen. Der Ausrufspreis beträgt 7500 fl. Lörrach, den 11. Merz 1834. Großh. Amts-Revisorat."
737c74b5-70c1-55fe-8f04-de613243808b/a4,"16. Wirthshaus-Persteigerung. Die dem Niklaus Flury dahier und seinem minderjährigen Kind gemeinschaftlich zugehörige, auf dem MarktPlatz dahier stehende und in einem sehr guten Stand erhaltene zweystöckige Behausung, nebst einem Anbau mit Metzg, Speisund Tanzsaal, mit der Schildwirthsgerechtigkeit zum Ochsen, samt den dabei befindlichen Scheuern u. Stallungen, und 1 Viertel dabei liegendem Küchegarten, wird Dienstags den 8. April d. J. Nachmittags 2 Uhr, in gedachter Behausung selbst öffentlich versteigert. Außer den gewöhnlichen SteigerungsBedingungen ist die, daß vom Kaufschilling 1/3 baar bezahlt werden, und die andern 3/3 bis zur Volljährigkeit des Flury'schen Kindes, welches nun das 4te Jahr zurückgelegt hat, gegen Verzinsung zu 4 % stehen bleiben. Fremde Steigerungsliebhaber haben sich übrigens mit legalen Vermögensu. Bürgschaftsscheinen zu versehen. Der Ausrufspreis beträgt die Summe von 14000 fl. Lörrach, den 12. Merz 1834. Großh. Amts-Revisorat. Euler."
737c74b5-70c1-55fe-8f04-de613243808b/a5,"27. Diejenigen Personen, welche im Falle sind, auf die von Fr. Wittwe Gertrud Ryhiner geb. Reber sel. bestimmten Pathen-Legate Anspruch zu machen, sind ersucht, sich deshalb unter Vorweisung der Taufscheine bey Unterzeichnetem zu melden. Rud. Schmid, J. J. Dr. Notarius."
737c74b5-70c1-55fe-8f04-de613243808b/a6,"28. Man sucht hier oder in hiesiger Gegend einen Mithalter zur Betreibung einer Amlung-Fabrike, zu welcher die ganze Einrichtung schon vorhanden ist, mittelst welcher man 20 bis 30 Centner sehr gute Straßburger Amlung verfertigen kann, und für Alles gutsteht; der Mithalter: müßte aber 300 Gulden Einsatz darlegen, und sollte er auch den Branntweinhandel mit dem Eigenthümer fortführen wollen, müßte er zu beyden Geschäften 1000 einsetzen, für welche man ebenfalls gutsteht. Für den Absatz ist schon gesorgt."
737c74b5-70c1-55fe-8f04-de613243808b/a7,"29. Ergebenste Anzeige. Ein Frauenzimmer von Mühlhausen empfiehlt sich, Frauenund JungfrauenSchnürleiber u. Schnürmieder nach der besten Art und billig zu verfertigen. In No. 1550 auf der Eise"
737c74b5-70c1-55fe-8f04-de613243808b/a8,"30. Der Unterzeichnete wiederholt die An zeige von 1830: Niemanden für eiwas gutzusprechen, das ohne seine mündliche oder schriftliche Einwilligung auf seinen Namen hin gekauft oder geborgt wird. Joh. Gaß, am Rheinsprung."
737c74b5-70c1-55fe-8f04-de613243808b/a9,31. On offre le Constitutionel à un prix
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a0,"38. In No. 1622 an der Freyenstraße, im zweiten Stock: Ein meublirtes Zimmer mit oder ohne Kost."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a1,"39. Plusieurs chambres garnies, qui donnent la vue 8ur le Rhin et od on trouve de même la pension, se trouvent à louer de suite sauxbourg St. Jean No. 31."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a10,"48. Vor dem St. Johann-Thor: Ein angenehmes Losament von 4 Stuben, wovon einige meublirt, Küche mit Küchegeräth u. Kammer, zertheilt oder zusammen."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a11,"49 In No. 180 an der Rebgasse: ein Losament von 2 oder Zimmern, sogleich oder auf Pfingstfronf. zu beziehen."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a12,"50. Auf Johanne ist in No. 677 am Gerberberg ein gewölbter Keller zu beziehen, worein circa 100 Saum Wein können placirt werden."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a13,"51. In No. 1532 an der Schifflände: Ein chönes meublirtes Zimmer an einen oder 2 Herren, mit oder ohne Kost."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a14,52. Im Kaffeehaus auf dem Markt ist ein schönes Losament von mehrern Zimmern auf Pfingstfronfasten zu beziehen.
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a15,3. Auf erste Hypothek in hiesige Stadt sind zu billigem Zinsfuße mehrere Kapitalien auszuleihen. Auskunft darüber wird auf dem Natariats-Bureau in No. 1154 ertheilt.
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a16,"1. Ein Losament von 2 Zimmern und übriger Zugehörde, sogleich zu beziehen."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a17,2. In der Gegend der Steinen-Vorstadt: eine Kammer zur Aufbewahrung von Meubles. In No. 818.
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a18,"3. Fr. 2000. in Bezirk auf Schupfart 500. Rhein 600. auf Münchwifelden ler bei Stein  1200. auf Wegenstetten à 4 1/2 %/ Sodann ins Badische: fl 1000. auf Weil, à 4 1/2 %. Alle mit genugsamem Versatz u. auf Verlangen Bürgschaft."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a19,"4. Geld-Begehren. Fr. 1200 nach Biel-Benken, gegen sehr gute Unterpfänder erster Hypothek."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a2,"40. Sollten sich etliche junge Herren vorfinden, die gerne ein schönes Zimmer nebst einer bürgerlichen Kost in einem hiesigen Hause hätten, so ist sich deßhalb in No. 1394 am Spitalsprung zu melden; die Bedingungen werden so billig als möglich gemacht werden."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a20,5. Aus Ursache Konditions-Veränderung wird für eine Haushaltung ohne Kinder ein Losament im Aeschenoder SteinenQuartier auf Pfingstfronfasten begehrt.
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a21,"6. Es wird für diesen Sommer vor dem Spahlenoder Aeschenthor ein kleines Gartenhäuschen, nicht zum bewohnen, sondern nur mit etwa einer Stube, nebst Platz im Freyen, gesucht."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a22,"7. Ein ältliches Frauenzimmer aus der Schweiz wünscht hier in einem ehrbaren, stillen, bürgerlichen Hause in Mitte der Stadt oder wenigstens nicht gar ferne davon, ein geräumiges und etwas hohes Zimmer gegen die Morgensonne, anständig meublirt, nebst guter Kost, auf den Sommer für mehrere Monate zu finden. Wer nun im Fall wäre, in diese Wünsche einzutreten, ist ersucht, solches im Berichthause anzeigen zu wollen."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a23,"8. Es wünscht Jemand 1 à 2 Zimmer, wo möglich ebner Erde, vor dem SpahlenThor für diesen Sommer zu empfangen."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a24,"1. In No. 274 könnte eine gutkochende und zu allen Hausgeschäften täugliche, eingezogene u. mit guten Zeugnissen verehene Magd, sogleich einen Platz antreten."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a25,"2. Ein mit guten Zeugnissen versehener Mensch von 20 Jahren, u. von rechtschaffenen Eltern, wünscht allhier in ein Handelshaus plazirt zu werden; derselbe hatf bereits einige Vorkenntnisse der Handlung, und würde sich willig jeder Arbeit unterziehen."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a26,"3. Ein junger Mensch von 20 Jahren, mit guten Zeugnissen versehen, und von rechtschaffenen Eltern, wünscht allhier in einer Wirthschaft als Kellner unterzukommen."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a27,"4. Ein Mensch von gesetztem Alter sucht eine Anstellung als Kutscher; derselbe versteht auch die Gartenarbeit oder hauptsächlich die Landwirthschaft sehr gut, und wünschte so bald als möglich unterzukommen."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a28,"5. Ein hiesiger Schuhmachermstr. wünscht einen Lehrjungen von rechtschaffenen Eltern anzunehmen, mit oder ohne Lehrgeld."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a29,"6. Ein junger verheiratheter hiesiger Bürger, der seit einiger Zeit brodlos ist, wünscht, sey es als Kellner in einem Gasthof, oder in einem Handelshaus, zu welchem Geschäfte es seyn mag, einen Broderwerb zu erhalten; nur um nicht müßig zu geben, würde er sich mit einem kleinen Gehalt begnügen."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a3,"41. In No. 1539 auf der Eisengasse im 2ten Stock: ein schönes helles Losament von 2 Stuben, Kammer und Küche, auf künftige Fronfasten; idem im 3ten Stock, Stube, Stubenkammer und Küche, sogleich zu beziehen. Sollte sich ein Liebhaber zeigen, das ganze Haus zu übernehmen, so ist man ersucht, das Nähere im Gasthof zur Blume zu erfragen."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a30,"5. Ein junger Mensch von rechtschaffenen Eltern, welcher Anlagen oder Vorkenntnisse im Zeichnen besitzt, kann durch das Berichthaus vernehmen, wo er eine Anstellung finden würde."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a31,"8. Eine hiesige Tochter, welche sauber nähen, stricken und verstechen kann, auch mit Kindern wohl umzugehen versteht, wünscht auf Johanne einen Platz zu erhalten; zu erfragen in No. 586."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a32,9. Am Spahlenberg nähme man etliche Kostgänger an bürgerliche Kost.
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a33,"10. Es wünscht eine Wittwe von gesetztem Alter, die alle weiblichen Arbeiten versteht, in einer nicht gar großen Haushaltung einen Platz zu erhalten, auf ihre Treue kann man sich verlassen, sie könnte sogleich eintreten."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a34,"1. Man sucht eine bestandene Magd, die eine bürgerliche Kost kochen, auch etwas nähen und stricken kann; müßte aber gute Zeugnisse aufzuweisen haben, und könnte sogleich eintreten."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a35,"12. On désire une bonne d'enfant de 25 à 35 ans, parlant francais, ayant l'habitude des petits enfants, en ayant déjà élevé plusieurs, Sachant savonner, repasser et quelque peu coudre. – L'adresse sera donnée au b'ureau davis."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a36,"13. Eine Person, die schon mehrere Jahre in hiesigen E. Häusern gedient hat, das Kochen und andere weibliche Arbeiten wohl versteht, wünscht sogleich wieder einen Dienst zu erhalten."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a37,"14. Ein junger Gärtner, mit guten Zeugnissen aus großen Hofgärtnereyen u. sonstigen Herrschaften versehen, wünscht bey einer Herrschaft als Gärtner, oder auch als Gärtner und Bediener zugleich unterzukommen."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a38,"16. Eine Weibsperson die in allen Arbeiten bewandert ist, wünscht als Kindsmagd oder in einer kleinen Haushaltung einen Platz zu erhalten für sogleich einzutreten; zu erfragen in No. 1315. St. Albanvorst."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a4,"42. In No. 855 am Steinen-Thor: 2 Losamenter, zu jedem Platz im Keller, und Brunnen im Haus, an stille Leute auf Pfingstfronfasten."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a5,"43. Einige Kapitalien in hiesige Stadt auf erste Hypothek, Verwaltungs-Gelder, Notarius Dietz. zu erfragen bey"
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a6,"44. Circa Fr. 5000 à 5700. Vogtsgeld, auf solide und erste Hypothek; die erste Woche des kommenden May."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a7,45. In No. 152 auf dem Fischmarkt: Ein meublirtes Zimmer für einen Herrn.
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a8,"46. Zwey der besten Frauensitze, der eine im Münster und der andere in St. Leonhards Kirche, aufs Billigste."
7d454d6f-4666-5bb6-9e3e-4fb32892b4fd/a9,"47. In No. 1006 in der AeschenVorstadt: Ein Zimmer mit Rebenzimmer, meublirt oder unmeublirt, wo zugleich die nöthige Bedienung zu haben ist, gleich zu bezieh."
